Year,Project Code,Trip No,Location Code,Location,Pot No,Depth Fathoms,Pot Condition,Specimen No,Number Of Specimens,Recruit Status,Species Code,Sex Code,Width Millimeters,Shell Condition Code,Egg Percent,Egg Development Code,Egg Condition Code,Parasite,Parasite Code,Pot Comment
2020,7,1,1,Barlow Cove,4,34,Normal,42,1,Post_Recruit,931,1,140,4,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,43,1,Post_Recruit,931,1,144,4,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,44,1,Pre_Recruit,931,1,128,4,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,45,1,Pre_Recruit,931,1,137,4,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,46,1,Pre_Recruit,931,1,115,4,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,4,34,Normal,47,1,Pre_Recruit,931,1,120,4,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,48,1,Recruit,931,1,146,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,4,34,Normal,49,1,Pre_Recruit,931,1,117,3,,,,,,
2020,7,1,1,Barlow Cove,4,34,Normal,50,20,Mature_Female,931,2,101,4,100,1,1,,,
2020,7,1,1,Barlow Cove,4,34,Normal,51,20,Mature_Female,931,2,108,4,100,1,1,,,
2020,7,1,1,Barlow Cove,4,34,Normal,52,2,Mature_Female,931,2,103,4,100,1,1,,,
2020,7,1,1,Barlow Cove,5,57,Normal,61,4,Pre_Recruit,931,1,133,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,62,4,Pre_Recruit,931,1,136,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,63,4,Post_Recruit,931,1,152,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,64,4,Post_Recruit,931,1,159,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,65,4,Post_Recruit,931,1,167,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,66,4,Post_Recruit,931,1,142,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,67,4,Recruit,931,1,152,3,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,68,4,Post_Recruit,931,1,142,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,69,4,Recruit,931,1,148,3,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,70,4,Post_Recruit,931,1,156,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,71,4,Pre_Recruit,931,1,133,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,72,4,Post_Recruit,931,1,141,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,73,4,Post_Recruit,931,1,151,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,74,4,Post_Recruit,931,1,153,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,75,4,Post_Recruit,931,1,150,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,76,4,Post_Recruit,931,1,188,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,77,4,Post_Recruit,931,1,143,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,78,4,Pre_Recruit,931,1,132,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,79,4,Post_Recruit,931,1,147,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,80,4,Post_Recruit,931,1,152,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,81,4,Post_Recruit,931,1,153,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,82,2,Post_Recruit,931,1,138,4,,,,,,
2020,7,1,1,Barlow Cove,5,57,Normal,83,2,Pre_Recruit,931,1,117,4,,,,,,
2020,7,1,1,Barlow Cove,6,62,Normal,131,2,Post_Recruit,931,1,144,4,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,99,2,Pre_Recruit,931,1,123,3,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,100,2,Post_Recruit,931,1,157,4,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,101,2,Recruit,931,1,152,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,7,79,Normal,102,2,Pre_Recruit,931,1,113,4,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,103,2,Pre_Recruit,931,1,114,3,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,104,2,Pre_Recruit,931,1,118,4,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,105,2,Pre_Recruit,931,1,137,4,,,,,,
2020,7,1,1,Barlow Cove,7,79,Normal,106,2,Mature_Female,931,2,111,4,100,1,1,,,
2020,7,1,1,Barlow Cove,7,79,Normal,107,2,Mature_Female,931,2,97,3,70,1,1,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,1,1,Pre_Recruit,931,1,137,5,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,2,1,Pre_Recruit,931,1,132,4,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,3,1,Recruit,931,1,144,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,4,1,Pre_Recruit,931,1,129,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,5,1,Pre_Recruit,931,1,112,4,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,6,1,Recruit,931,1,144,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,7,1,Recruit,931,1,158,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,8,1,Pre_Recruit,931,1,133,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,9,1,Pre_Recruit,931,1,128,4,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,10,1,Pre_Recruit,931,1,134,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,11,1,Pre_Recruit,931,1,131,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,12,1,Pre_Recruit,931,1,115,4,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,13,1,Pre_Recruit,931,1,137,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,14,1,Pre_Recruit,931,1,124,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,15,1,Recruit,931,1,141,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,16,1,Pre_Recruit,931,1,137,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,17,1,Recruit,931,1,143,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,18,1,Juvenile,931,1,99,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,19,1,Post_Recruit,931,1,151,4,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,20,1,Recruit,931,1,148,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,21,1,Recruit,931,1,143,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,22,1,Juvenile,931,1,98,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,23,1,Recruit,931,1,162,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,24,1,Juvenile,931,1,98,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,25,1,Recruit,931,1,144,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,26,1,Recruit,931,1,139,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,27,1,Pre_Recruit,931,1,114,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,28,1,Pre_Recruit,931,1,111,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,29,1,Recruit,931,1,143,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,8,75,Normal,30,1,Pre_Recruit,931,1,124,3,,,,,,
2020,7,1,1,Barlow Cove,8,75,Normal,31,1,Mature_Female,931,2,109,4,80,1,1,,,
2020,7,1,1,Barlow Cove,8,75,Normal,32,1,Mature_Female,931,2,104,3,90,1,1,,,
2020,7,1,1,Barlow Cove,8,75,Normal,33,1,Mature_Female,931,2,103,3,80,1,1,,,
2020,7,1,1,Barlow Cove,9,93,Normal,14,2,Pre_Recruit,931,1,130,4,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,15,2,Pre_Recruit,931,1,120,5,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,16,2,Post_Recruit,931,1,145,4,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,17,2,Post_Recruit,931,1,138,5,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,18,2,Post_Recruit,931,1,139,4,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,19,2,Post_Recruit,931,1,152,4,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,20,2,Pre_Recruit,931,1,126,4,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,21,2,Pre_Recruit,931,1,113,3,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,22,1,Pre_Recruit,931,1,137,5,,,,,,
2020,7,1,1,Barlow Cove,9,93,Normal,23,5,Mature_Female,931,2,106,4,90,1,1,,,
2020,7,1,1,Barlow Cove,9,93,Normal,24,5,Mature_Female,931,2,118,4,80,1,1,,,
2020,7,1,1,Barlow Cove,9,93,Normal,25,3,Mature_Female,931,2,93,4,80,1,1,,,
2020,7,1,1,Barlow Cove,10,88,Normal,,0,,931,,,,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,11,75,Normal,1,1,Recruit,931,1,141,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,2,1,Recruit,931,1,141,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,3,1,Pre_Recruit,931,1,119,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,4,1,Recruit,931,1,149,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,5,1,Pre_Recruit,931,1,114,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,6,1,Pre_Recruit,931,1,132,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,11,75,Normal,7,1,Juvenile,931,1,97,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,8,1,Juvenile,931,1,102,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,9,1,Recruit,931,1,146,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,10,1,Pre_Recruit,931,1,125,3,,,,,,
2020,7,1,1,Barlow Cove,11,75,Normal,11,1,Mature_Female,931,2,99,4,90,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,3,1,Pre_Recruit,931,1,125,5,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,4,1,Recruit,931,1,149,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,5,1,Pre_Recruit,931,1,118,5,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,6,1,Pre_Recruit,931,1,113,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,7,1,Pre_Recruit,931,1,129,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,12,100,Normal,8,1,Recruit,931,1,146,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,9,1,Recruit,931,1,149,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,10,1,Recruit,931,1,142,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,11,1,Pre_Recruit,931,1,117,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,12,1,Pre_Recruit,931,1,136,3,,,,,,
2020,7,1,1,Barlow Cove,12,100,Normal,13,1,Mature_Female,931,2,110,3,70,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,14,1,Mature_Female,931,2,100,3,90,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,15,1,Mature_Female,931,2,106,3,50,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,16,1,Mature_Female,931,2,103,3,50,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,17,1,Mature_Female,931,2,108,3,80,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,18,1,Mature_Female,931,2,107,3,100,1,1,,,
2020,7,1,1,Barlow Cove,12,100,Normal,19,1,Mature_Female,931,2,114,3,80,1,1,Bitter crab,6,
2020,7,1,1,Barlow Cove,13,90,Normal,1,1,Juvenile,931,1,85,3,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,2,1,Pre_Recruit,931,1,123,3,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,3,1,Pre_Recruit,931,1,116,5,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,4,1,Juvenile,931,1,93,3,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,5,1,Pre_Recruit,931,1,122,3,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,6,1,Pre_Recruit,931,1,122,3,,,,,,
2020,7,1,1,Barlow Cove,13,90,Normal,7,1,Mature_Female,931,2,94,3,70,1,1,Bitter crab,6,
2020,7,1,1,Barlow Cove,13,90,Normal,8,1,Mature_Female,931,2,100,3,90,1,1,,,
2020,7,1,1,Barlow Cove,14,101,Normal,5,1,Pre_Recruit,931,1,130,5,,,,,,
2020,7,1,1,Barlow Cove,14,101,Normal,6,1,Pre_Recruit,931,1,133,4,,,,,,
2020,7,1,1,Barlow Cove,14,101,Normal,7,1,Mature_Female,931,2,112,3,60,1,1,Bitter crab,6,
2020,7,1,1,Barlow Cove,14,101,Normal,8,1,Mature_Female,931,2,104,3,90,1,1,,,
2020,7,1,1,Barlow Cove,14,101,Normal,9,1,Mature_Female,931,2,105,4,100,1,1,,,
2020,7,1,1,Barlow Cove,15,45,Normal,1,1,Pre_Recruit,931,1,111,3,,,,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,16,103,Normal,4,1,Recruit,931,1,140,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,16,103,Normal,5,1,Pre_Recruit,931,1,136,4,,,,,,
2020,7,1,1,Barlow Cove,16,103,Normal,6,1,Pre_Recruit,931,1,137,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,16,103,Normal,7,1,Pre_Recruit,931,1,126,4,,,,,,
2020,7,1,1,Barlow Cove,16,103,Normal,8,1,Pre_Recruit,931,1,110,5,,,,,,
2020,7,1,1,Barlow Cove,16,103,Normal,9,1,Mature_Female,931,2,98,3,70,1,1,,,
2020,7,1,1,Barlow Cove,16,103,Normal,10,1,Mature_Female,931,2,110,4,100,1,1,,,
2020,7,1,1,Barlow Cove,16,103,Normal,11,1,Mature_Female,931,2,88,4,30,1,1,,,
2020,7,1,1,Barlow Cove,17,88,Normal,1,1,Pre_Recruit,931,1,113,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,2,1,Pre_Recruit,931,1,122,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,3,1,Pre_Recruit,931,1,122,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,4,1,Juvenile,931,1,104,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,5,1,Juvenile,931,1,92,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,6,1,Pre_Recruit,931,1,110,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,7,1,Pre_Recruit,931,1,129,4,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,8,1,Pre_Recruit,931,1,130,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,9,1,Juvenile,931,1,100,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,17,88,Normal,10,1,Mature_Female,931,2,100,3,80,1,1,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,8,1,Post_Recruit,931,1,146,4,,,,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,9,1,Recruit,931,1,144,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,10,1,Recruit,931,1,151,3,,,,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,11,1,Recruit,931,1,145,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,12,1,Pre_Recruit,931,1,128,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,13,1,Recruit,931,1,149,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,14,1,Pre_Recruit,931,1,112,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,15,1,Pre_Recruit,931,1,136,3,,,,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,16,1,Recruit,931,1,154,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,17,1,Recruit,931,1,150,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,18,1,Mature_Female,931,2,103,3,80,1,1,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,18,94,Normal,19,1,Mature_Female,931,2,112,3,90,1,1,,,Xtra shot.
2020,7,1,1,Barlow Cove,19,105,Normal,6,1,Post_Recruit,931,1,158,4,,,,,,
2020,7,1,1,Barlow Cove,19,105,Normal,7,1,Pre_Recruit,931,1,123,4,,,,,,
2020,7,1,1,Barlow Cove,19,105,Normal,8,1,Post_Recruit,931,1,138,5,,,,,,
2020,7,1,1,Barlow Cove,19,105,Normal,9,1,Post_Recruit,931,1,144,4,,,,,,
2020,7,1,1,Barlow Cove,20,37,Normal,,0,,931,,,,,,,,,Close to shore.
2020,7,1,1,Barlow Cove,21,92,Normal,1,1,Pre_Recruit,931,1,118,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,2,1,Pre_Recruit,931,1,116,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,3,1,Juvenile,931,1,108,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,4,1,Pre_Recruit,931,1,130,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,5,1,Pre_Recruit,931,1,127,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,6,1,Recruit,931,1,141,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,7,1,Pre_Recruit,931,1,118,3,,,,,,Xtra shot.
2020,7,1,1,Barlow Cove,21,92,Normal,8,1,Mature_Female,931,2,108,3,90,1,1,,,Xtra shot.
2020,7,1,1,Barlow Cove,22,106,Normal,15,1,Recruit,931,1,140,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,16,1,Pre_Recruit,931,1,134,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,17,1,Pre_Recruit,931,1,130,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,18,1,Recruit,931,1,144,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,19,1,Pre_Recruit,931,1,124,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,20,1,Pre_Recruit,931,1,122,3,,,,,,
2020,7,1,1,Barlow Cove,22,106,Normal,21,3,Mature_Female,931,2,106,3,80,1,1,Bitter crab,6,
2020,7,1,1,Barlow Cove,22,106,Normal,22,3,Mature_Female,931,2,103,3,90,1,1,,,
2020,7,1,1,Barlow Cove,23,72,Normal,5,1,Pre_Recruit,931,1,136,3,,,,Bitter crab,6,Xtra shot.
2020,7,1,1,Barlow Cove,23,72,Normal,6,1,Mature_Female,931,2,102,3,80,1,1,,,Xtra shot.
2020,7,1,1,Barlow Cove,24,102,Normal,,0,,931,,,,,,,,,
2020,7,1,1,Barlow Cove,25,49,Normal,,0,,931,,,,,,,,,
2020,7,1,1,Barlow Cove,26,54,Normal,1,1,Post_Recruit,931,1,145,5,,,,,,
2020,7,1,1,Barlow Cove,27,107,Normal,13,1,Recruit,931,1,161,3,,,,,,
2020,7,1,1,Barlow Cove,27,107,Normal,14,1,Pre_Recruit,931,1,114,3,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,14,1,Pre_Recruit,931,1,134,3,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,15,1,Pre_Recruit,931,1,126,4,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,16,1,Recruit,931,1,160,3,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,17,1,Recruit,931,1,139,3,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,18,1,Recruit,931,1,157,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,28,110,Normal,19,1,Pre_Recruit,931,1,114,3,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,20,1,Pre_Recruit,931,1,121,3,,,,Bitter crab,6,
2020,7,1,1,Barlow Cove,28,110,Normal,21,1,Pre_Recruit,931,1,117,4,,,,,,
2020,7,1,1,Barlow Cove,28,110,Normal,22,1,Mature_Female,931,2,110,3,80,1,1,,,
2020,7,1,23,Juneau,1,13,Normal,1,1,Juvenile,931,1,94,4,,,,,,
2020,7,1,23,Juneau,1,13,Normal,2,1,Mature_Female,931,2,89,3,90,1,1,,,
2020,7,1,23,Juneau,1,13,Normal,3,1,Mature_Female,931,2,86,5,40,1,1,,,
2020,7,1,23,Juneau,1,13,Normal,4,1,Mature_Female,931,2,75,5,70,1,1,,,
2020,7,1,23,Juneau,2,51,Normal,1,1,Juvenile,931,1,106,3,,,,,,
2020,7,1,23,Juneau,2,51,Normal,2,1,Pre_Recruit,931,1,115,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,3,54,Normal,,0,,931,,,,,,,,,
2020,7,1,23,Juneau,4,56,Normal,2,1,Recruit,931,1,144,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,3,1,Pre_Recruit,931,1,126,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,4,1,Juvenile,931,1,105,4,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,5,1,Pre_Recruit,931,1,117,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,6,1,Juvenile,931,1,98,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,7,1,Pre_Recruit,931,1,136,3,,,,,,
2020,7,1,23,Juneau,4,56,Normal,8,1,Post_Recruit,931,1,140,4,,,,Bitter crab,6,
2020,7,1,23,Juneau,4,56,Normal,9,1,Pre_Recruit,931,1,126,4,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,3,1,Post_Recruit,931,1,171,3,,,,,,
2020,7,1,23,Juneau,5,59,Normal,4,1,Post_Recruit,931,1,146,4,,,,,,
2020,7,1,23,Juneau,5,59,Normal,5,1,Recruit,931,1,141,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,6,1,Pre_Recruit,931,1,127,4,,,,,,
2020,7,1,23,Juneau,5,59,Normal,7,1,Pre_Recruit,931,1,113,3,,,,,,
2020,7,1,23,Juneau,5,59,Normal,8,1,Pre_Recruit,931,1,111,4,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,9,1,Post_Recruit,931,1,148,4,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,10,1,Juvenile,931,1,89,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,11,1,Pre_Recruit,931,1,131,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,12,1,Juvenile,931,1,105,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,13,1,Recruit,931,1,153,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,14,1,Mature_Female,931,2,111,3,80,1,1,Bitter crab,6,
2020,7,1,23,Juneau,5,59,Normal,15,1,Mature_Female,931,2,84,3,80,1,1,,,
2020,7,1,23,Juneau,5,59,Normal,16,1,Mature_Female,931,2,98,3,80,1,1,,,
2020,7,1,23,Juneau,6,64,Normal,8,1,Recruit,931,1,153,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,9,1,Recruit,931,1,160,3,,,,,,
2020,7,1,23,Juneau,6,64,Normal,10,1,Recruit,931,1,152,3,,,,,,
2020,7,1,23,Juneau,6,64,Normal,11,1,Pre_Recruit,931,1,128,4,,,,,,
2020,7,1,23,Juneau,6,64,Normal,12,1,Pre_Recruit,931,1,114,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,13,1,Pre_Recruit,931,1,136,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,14,1,Juvenile,931,1,107,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,15,1,Recruit,931,1,164,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,16,1,Post_Recruit,931,1,149,4,,,,,,
2020,7,1,23,Juneau,6,64,Normal,17,1,Recruit,931,1,144,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,18,1,Mature_Female,931,2,104,3,80,1,1,,,
2020,7,1,23,Juneau,6,64,Normal,19,1,Mature_Female,931,2,92,3,70,1,1,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,20,1,Mature_Female,931,2,97,3,70,1,1,,,
2020,7,1,23,Juneau,6,64,Normal,21,1,Mature_Female,931,2,98,3,90,1,1,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,22,1,Mature_Female,931,2,89,3,60,1,1,Bitter crab,6,
2020,7,1,23,Juneau,6,64,Normal,23,1,Mature_Female,931,2,96,3,90,1,1,Bitter crab,6,
2020,7,1,23,Juneau,7,30,Normal,,0,,931,,,,,,,,,
2020,7,1,23,Juneau,8,52,Normal,23,1,Pre_Recruit,931,1,125,4,,,,,,
2020,7,1,23,Juneau,8,52,Normal,24,1,Recruit,931,1,163,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,25,1,Recruit,931,1,157,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,26,1,Pre_Recruit,931,1,115,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,27,1,Pre_Recruit,931,1,132,4,,,,,,
2020,7,1,23,Juneau,8,52,Normal,28,1,Recruit,931,1,144,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,29,1,Pre_Recruit,931,1,122,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,30,1,Pre_Recruit,931,1,134,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,31,1,Pre_Recruit,931,1,137,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,32,1,Pre_Recruit,931,1,116,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,33,1,Recruit,931,1,148,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,34,1,Juvenile,931,1,96,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,35,1,Post_Recruit,931,1,138,5,,,,,,
2020,7,1,23,Juneau,8,52,Normal,36,1,Pre_Recruit,931,1,121,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,37,1,Pre_Recruit,931,1,122,3,,,,,,
2020,7,1,23,Juneau,8,52,Normal,38,1,Pre_Recruit,931,1,119,3,,,,Bitter crab,6,
2020,7,1,23,Juneau,8,52,Normal,39,1,Post_Recruit,931,1,159,5,,,,,,
2020,7,1,23,Juneau,8,52,Normal,40,1,Juvenile,931,1,100,3,,,,Bitter crab,6,
